,Reaction_ID,Se_axen_d4_1,Se_axen_d4_2,Se_axen_d4_3,Se_axen_d6_1,Se_axen_d6_2,Se_axen_d6_3,Se_axen_d8_1,Se_axen_d8_2,Se_axen_d8_3
BIOMASS_MEM_LIPIDS: 0.06332548303 dgdg1619Z160_c + 0.04039013237 dgdg161_c + 0.04396080608 dgdg1819Z160Z_c + 0.02102545542 dgdg1819Z1619Z_c + 0.2673176249 mgdg1619Z160_c + 0.1992320953 mgdg161_c + 0.1720707022 mgdg1819Z160_c + 0.1039851725 mgdg1819Z1619Z_c + 0.2726231733 pg1819Z160_c + 0.07211355618 sqdg160_c + 0.0482903278 sqdg1619Z160_c --> bm_memlip_c,BIOMASS_MEM_LIPIDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HCO3tcx: hco3_c --> hco3_cx,HCO3tcx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYALDDy: glyald_c + h2o_c + nadp_c <=> glyc__R_c + 2.0 h_c + nadph_c,GLYALDDy,12243.0,12806.0,11344.0,12374.0,11507.0,12261.0,7019.0,9589.0,7846.0
IMPC: h2o_c + imp_c <=> fprica_c,IMPC,10484.0,11220.0,10592.0,11727.0,8959.0,10968.0,7110.0,7533.0,8430.0
BIOMASS_PROTEIN: 0.7662 alatrna_c + 0.4548 argtrna_c + 0.3658 asntrna_c + 0.4539 asptrna_c + 9.0199 atp_c + 0.0899 cystrna_c + 0.502 glntrna_c + 0.5465 glutrna_c + 0.6663 glytrna_c + 18.0398 gtp_c + 27.0597 h2o_c + 0.1679 histrna_c + 0.5665 iletrna_c + 1.0294 leutrna_c + 0.3777 lystrna_c + 0.177 mettrna_c + 0.3622 phetrna_c + 0.463 protrna_c + 0.5238 sertrna_c + 0.4957 thrtrna_c + 0.1398 trptrna_c + 0.2633 tyrtrna_c + 0.6082 valtrna_c --> 9.0199 adp_c + bm_pro_c + 18.0398 gdp_c + 36.0797 h_c + 27.0597 pi_c + 0.7662 trnaala_c + 0.4548 trnaarg_c + 0.3658 trnaasn_c + 0.4539 trnaasp_c + 0.0899 trnacys_c + 0.502 trnagln_c + 0.5465 trnaglu_c + 0.6663 trnagly_c + 0.1679 trnahis_c + 0.5665 trnaile_c + 1.0294 trnaleu_c + 0.3777 trnalys_c + 0.177 trnamet_c + 0.3622 trnaphe_c + 0.463 trnapro_c + 0.5238 trnaser_c + 0.4957 trnathr_c + 0.1398 trnatrp_c + 0.2633 trnatyr_c + 0.6082 trnaval_c,BIOMASS_PROTEIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDAPAT: 26dap_LL_c + akg_c <-- glu__L_c + h2o_c + h_c + thdp_c,LDAPAT,5051.0,5769.0,4190.0,3634.0,4265.0,3530.0,1996.0,2740.0,2018.0
EX_nh4_e: nh4_e <=> ,EX_nh4_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3OAR40_2: 3hbutACP_c + nadp_c <=> actACP_c + h_c + nadph_c,3OAR40_2,2234.0,2534.0,2060.0,1930.0,1828.0,1535.0,1104.0,1304.0,1319.0
RNDR2: gdp_c + trdrd_c --> dgdp_c + h2o_c + trdox_c,RNDR2,28195.0,26841.0,22287.0,19726.0,17817.0,15050.0,12523.0,10904.0,9458.0
GRTT: grdp_c + ipdp_c --> frdp_c + ppi_c,GRTT,7161.0,8192.0,6333.0,6376.0,5828.0,5477.0,4146.0,4632.0,4349.0
NPDPS: grdp_c + 7.0 ipdp_c --> npdp_c + 7.0 ppi_c,NPDPS,6936.0,6885.0,5518.0,7193.0,5912.0,6105.0,4896.0,4806.0,4740.0
3OAS100: h_c + malACP_c + ocACP_c --> 3odecACP_c + ACP_c + co2_c,3OAS100,35729.0,39927.0,34178.0,31131.0,31799.0,31333.0,19371.0,26237.0,21407.0
ADSL2r: 25aics_c <=> aicar_c + fum_c,ADSL2r,22465.0,25333.0,21917.0,20685.0,18748.0,19668.0,14739.0,13328.0,15938.0
MAN6PI: man6p_c <=> f6p_c,MAN6PI,10648.0,12047.0,8901.0,10141.0,9560.0,8768.0,5698.0,7264.0,6061.0
HPROb: 1p3h5c_c + 2.0 h_c + nadph_c --> 4hpro_LT_c + nadp_c,HPROb,1796.0,2036.0,1524.0,1486.0,1498.0,1088.0,858.0,1182.0,1246.0
3OAS120: dcaACP_c + h_c + malACP_c --> 3oddecACP_c + ACP_c + co2_c,3OAS120,35729.0,39927.0,34178.0,31131.0,31799.0,31333.0,19371.0,26237.0,21407.0
NTPP2: gtp_c + h2o_c --> gmp_c + h_c + ppi_c,NTPP2,1720.0,2008.0,1646.0,1783.0,1490.0,1736.0,1010.0,1188.0,1414.0
EAR180y: h_c + nadph_c + toctd2eACP_c <=> nadp_c + ocdcaACP_c,EAR180y,3429.0,3898.0,2942.0,2835.0,3064.0,2580.0,2068.0,2088.0,1642.0
DHQTi: 3dhq_c <=> 3dhsk_c + h2o_c,DHQTi,1682.0,1811.0,1272.0,1641.0,1448.0,1542.0,1010.0,1098.0,1189.0
3OAS60: butACP_c + h_c + malACP_c --> 3ohexACP_c + ACP_c + co2_c,3OAS60,35729.0,39927.0,34178.0,31131.0,31799.0,31333.0,19371.0,26237.0,21407.0
EAR40y: but2eACP_c + h_c + nadph_c --> butACP_c + nadp_c,EAR40y,3429.0,3898.0,2942.0,2835.0,3064.0,2580.0,2068.0,2088.0,1642.0
MG2uabcpp: atp_c + h2o_c + mg2_p --> adp_c + h_c + mg2_c + pi_c,MG2uabcpp,8694.0,8137.0,8437.0,9497.0,8127.0,10278.0,4638.0,6700.0,6844.0
KARA1: 23dhmb_c + nadp_c <-- alac__S_c + h_c + nadph_c,KARA1,14799.0,17435.0,13874.0,15112.0,15033.0,13241.0,8390.0,13597.0,11512.0
TKT1: r5p_c + xu5p__D_c <=> g3p_c + s7p_c,TKT1,110488.0,111285.0,98616.0,100590.0,87361.0,90947.0,55718.0,66727.0,62434.0
PTRCabcpp: atp_c + h2o_c + ptrc_p --> adp_c + h_c + pi_c + ptrc_c,PTRCabcpp,1906.0,2028.0,1641.0,1848.0,1746.0,1664.0,786.0,1336.0,1416.0
IPDDI: ipdp_c <=> dmpp_c,IPDDI,4955.0,5751.0,4440.0,6192.0,5522.0,4734.0,2558.0,5393.0,5269.0
PKETF: f6p_c + pi_c --> actp_c + e4p_c + h2o_c,PKETF,60519.0,52649.0,53635.0,57746.0,45241.0,52752.0,28461.0,28230.0,33923.0
ACODA: acorn_c + h2o_c <=> ac_c + orn_c,ACODA,inf,inf,inf,inf,inf,inf,inf,inf,inf
ENO: 2pg_c <=> h2o_c + pep_c,ENO,10410.0,11217.0,8132.0,7669.0,8153.0,7074.0,4828.0,6371.0,4557.0
NDHPQRcm: h_c + nadh_c + pq_cm --> nad_c + pqh2_cm,NDHPQRcm,46880.0,48166.0,41638.0,48558.0,39218.0,43433.0,22540.0,31858.0,33045.0
NI2uabcpp: atp_c + h2o_c + ni2_p --> adp_c + h_c + ni2_c + pi_c,NI2uabcpp,35372.0,37488.0,37303.0,37142.0,30831.0,37598.0,21944.0,23659.0,26644.0
Kabcpp: atp_c + h2o_c + k_p --> adp_c + h_c + k_c + pi_c,Kabcpp,2042.0,2260.0,1979.0,2198.0,2014.0,2342.0,1058.0,1444.0,1390.0
TDPDRR: dtdp4d6dm_c + h_c + nadph_c --> dtdprmn_c + nadp_c,TDPDRR,858.0,880.0,668.0,666.0,706.0,601.0,356.0,510.0,418.0
UAGCVT: pep_c + uacgam_c --> pi_c + uaccg_c,UAGCVT,13504.0,15329.0,10155.0,10564.0,10818.0,7669.0,5576.0,7615.0,6077.0
TDPGDH: dtdpglu_c --> dtdp4d6dg_c + h2o_c,TDPGDH,4850.0,4858.0,3522.0,4654.0,4184.0,4122.0,2222.0,3386.0,2518.0
PRASCSi: 5aizc_c + asp__L_c + atp_c <=> 25aics_c + adp_c + h_c + pi_c,PRASCSi,4058.0,4803.0,3586.0,3981.0,3890.0,3645.0,2171.0,2936.0,2831.0
PRFGS: atp_c + fgam_c + gln__L_c + h2o_c --> adp_c + fpram_c + glu__L_c + h_c + pi_c,PRFGS,2576.0,2775.0,2292.0,2011.0,1642.0,1314.0,1171.0,1114.0,1557.0
MG2tex: mg2_e <=> mg2_p,MG2tex,2286.0,2480.0,2232.0,2599.0,2180.0,2202.0,1480.0,1626.0,1866.0
GLU5K: atp_c + glu__L_c --> adp_c + glu5p_c,GLU5K,3704.0,3669.0,3193.0,3181.0,2983.0,3250.0,1729.0,2188.0,2046.0
TRDR: h_c + nadph_c + trdox_c --> nadp_c + trdrd_c,TRDR,17068.0,18299.0,15689.0,20235.0,16744.0,10236.0,11686.0,14593.0,9301.0
GLUPRT: gln__L_c + h2o_c + prpp_c --> glu__L_c + ppi_c + pram_c,GLUPRT,35119.0,35145.0,25895.0,37701.0,34175.0,30569.0,24835.0,39769.0,30280.0
PSERT: 3php_c + glu__L_c <=> akg_c + pser__L_c,PSERT,12628.0,15247.0,11357.0,13439.0,13415.0,12026.0,6826.0,11886.0,11607.0
PC8XM: h_c + pre8_c <=> hgbyr_c,PC8XM,3455.0,3485.0,3134.0,3553.0,2752.0,3352.0,2568.0,1910.0,2122.0
GMPS2: atp_c + gln__L_c + h2o_c + xmp_c <=> amp_c + glu__L_c + gmp_c + 2.0 h_c + ppi_c,GMPS2,45049.0,50679.0,43860.0,45863.0,44123.0,47918.0,22371.0,38831.0,38019.0
RBFK: atp_c + ribflv_c --> adp_c + fmn_c + h_c,RBFK,3294.0,4089.0,3218.0,3851.0,3423.0,3763.0,1808.0,2706.0,2548.0
NTRIRfx: 6.0 fdxrd_c + 8.0 h_c + no2_c --> 6.0 fdxox_c + 2.0 h2o_c + nh4_c,NTRIRfx,28520.0,31174.0,27895.0,21552.0,16512.0,20099.0,24707.0,11940.0,11484.0
UPP3MT: 2.0 amet_c + uppg3_c --> 2.0 ahcys_c + dscl_c + h_c,UPP3MT,1322.0,1422.0,1109.0,1036.0,972.0,854.0,502.0,696.0,768.0
ACS: ac_c + atp_c + coa_c --> accoa_c + amp_c + ppi_c,ACS,10061.0,11863.0,10640.0,8837.0,9030.0,9712.0,7098.0,6346.0,5740.0
DHNCOAS: h_c + sbzcoa_c --> 14dhncoa_c + h2o_c,DHNCOAS,1491.0,1758.0,1374.0,1351.0,1356.0,1272.0,858.0,988.0,1108.0
MCOATA: ACP_c + malcoa_c --> coa_c + malACP_c,MCOATA,2696.0,2592.0,2306.0,2270.0,1990.0,1644.0,1046.0,1280.0,1364.0
GTHPi: 2.0 gthrd_c + h2o2_c --> gthox_c + 2.0 h2o_c,GTHPi,4148.0,4155.0,3667.0,4665.0,4059.0,4188.0,1416.0,3718.0,3118.0
ARGSS: asp__L_c + atp_c + citr__L_c --> amp_c + argsuc_c + h_c + ppi_c,ARGSS,9376.0,9533.0,8127.0,9137.0,8065.0,7028.0,4509.0,6466.0,6093.0
PKETX: pi_c + xu5p__D_c --> actp_c + g3p_c + h2o_c,PKETX,60519.0,52649.0,53635.0,57746.0,45241.0,52752.0,28461.0,28230.0,33923.0
PMPK: 4ampm_c + atp_c --> 2mahmp_c + adp_c,PMPK,1368.0,1482.0,1030.0,1310.0,1179.0,964.0,594.0,866.0,756.0
HMBS: h2o_c + 4.0 ppbng_c --> hmbil_c + 4.0 nh4_c,HMBS,11743.0,13085.0,10480.0,10562.0,8998.0,8994.0,7100.0,6739.0,6986.0
PTPATi: atp_c + h_c + pan4p_c --> dpcoa_c + ppi_c,PTPATi,4851.0,5632.0,5119.0,6264.0,5261.0,5942.0,2610.0,3909.0,3656.0
PGLYCP: 2pglyc_c + h2o_c --> glyclt_c + pi_c,PGLYCP,2246.0,2278.0,2318.0,2437.0,2150.0,2724.0,1325.0,1432.0,1548.0
HTHRPDH: nad_c + phthr_c --> 2a3pp_c + h_c + nadh_c,HTHRPDH,7898.0,8416.0,7023.0,9552.0,7327.0,7143.0,4306.0,6630.0,7790.0
UAGAAT2: 3hpalmACP_c + uacgam_c --> ACP_c + u3aga2_c,UAGAAT2,6008.0,6644.0,4824.0,5589.0,5210.0,5163.0,2764.0,4441.0,4080.0
SPTc: pyr_c + ser__L_c <=> ala__L_c + hpyr_c,SPTc,13731.0,14420.0,11704.0,10430.0,9779.0,9555.0,10179.0,6355.0,5902.0
GTHOr: gthox_c + h_c + nadph_c <=> 2.0 gthrd_c + nadp_c,GTHOr,9400.0,10007.0,8429.0,9009.0,8926.0,8104.0,4370.0,6665.0,5900.0
TDPDRE: dtdp4d6dg_c --> dtdp4d6dm_c,TDPDRE,2516.0,2562.0,2294.0,2516.0,2242.0,2126.0,1120.0,1904.0,1912.0
SHK3Dr: 3dhsk_c + h_c + nadph_c <=> nadp_c + skm_c,SHK3Dr,1850.0,1918.0,1604.0,1858.0,1612.0,1589.0,1022.0,1268.0,1219.0
ORPT: orot5p_c + ppi_c <=> orot_c + prpp_c,ORPT,2524.0,2971.0,2562.0,2286.0,1942.0,1754.0,1710.0,1344.0,1188.0
PRPPS: atp_c + r5p_c <=> amp_c + h_c + prpp_c,PRPPS,82533.0,84722.0,77483.0,85902.0,77580.0,81102.0,43745.0,63374.0,55918.0
CITMS: accoa_c + h2o_c + pyr_c --> citm_c + coa_c + h_c,CITMS,142487.0,148987.0,142731.0,161061.0,136934.0,150713.0,93198.0,128429.0,118616.0
BCT1_syn: atp_c + h2o_c + hco3_p --> adp_c + h_c + hco3_c + pi_c,BCT1_syn,476.0,560.0,694.0,580.0,660.0,632.0,502.0,412.0,386.0
SPODM: 2.0 h_c + 2.0 o2s_c --> h2o2_c + o2_c,SPODM,22684.0,24893.0,24314.0,24847.0,22195.0,28664.0,17528.0,21282.0,18879.0
TRDRf: 2.0 fdxrd_c + 2.0 h_c + trdox_c --> 2.0 fdxox_c + trdrd_c,TRDRf,2328.0,2142.0,2252.0,2012.0,1570.0,1859.0,1256.0,1156.0,1372.0
AMPTASECG: cgly_c + h2o_c --> cys__L_c + gly_c,AMPTASECG,26834.0,29517.0,24498.0,25003.0,24086.0,22734.0,13372.0,19399.0,17032.0
SPRMS: ametam_c + spmd_c --> 5mta_c + h_c + sprm_c,SPRMS,3724.0,4090.0,3108.0,4180.0,3334.0,2788.0,2120.0,2904.0,3199.0
PGAMT: gam1p_c <=> gam6p_c,PGAMT,9199.0,10519.0,7180.0,8009.0,8704.0,7139.0,4012.0,7004.0,5688.0
NNDPR: 2.0 h_c + prpp_c + quln_c --> co2_c + nicrnt_c + ppi_c,NNDPR,3526.0,3646.0,3181.0,3300.0,2824.0,2596.0,1926.0,2096.0,2226.0
ADSK: aps_c + atp_c --> adp_c + h_c + paps_c,ADSK,2254.0,2464.0,1894.0,1866.0,1930.0,1686.0,1110.0,1328.0,1420.0
MECDPS: 2p4c2me_c --> 2mecdp_c + cmp_c,MECDPS,2564.0,2953.0,2382.0,3512.0,2986.0,3149.0,1552.0,2470.0,2052.0
FCLT: fe2_c + ppp9_c --> 2.0 h_c + pheme_c,FCLT,30078.0,32138.0,26058.0,30839.0,27047.0,27148.0,16375.0,22588.0,22541.0
SHCHCS3: 2sephchc_c --> 2shchc_c + pyr_c,SHCHCS3,9440.0,10091.0,8107.0,10259.0,7599.0,8008.0,5275.0,6607.0,8818.0
PPA: h2o_c + ppi_c --> h_c + 2.0 pi_c,PPA,8891.0,9132.0,8626.0,7487.0,5946.0,7485.0,5630.0,4424.0,4587.0
ADCYRS: adcobdam_c + 4.0 atp_c + 4.0 gln__L_c + 4.0 h2o_c --> adcobhex_c + 4.0 adp_c + 4.0 glu__L_c + 4.0 h_c + 4.0 pi_c,ADCYRS,3674.0,4006.0,3360.0,4026.0,3689.0,3696.0,1828.0,2830.0,2852.0
ATPPRT: atp_c + prpp_c --> ppi_c + prbatp_c,ATPPRT,2518.0,2708.0,2130.0,2384.0,2174.0,1983.0,1242.0,1540.0,1790.0
CUabcpp: atp_c + cu2_p + h2o_c --> adp_c + cu2_c + h_c + pi_c,CUabcpp,35372.0,37488.0,37303.0,37142.0,30831.0,37598.0,21944.0,23659.0,26644.0
DHQS: 2dda7p_c --> 3dhq_c + pi_c,DHQS,5060.0,5825.0,4778.0,5590.0,5414.0,5846.0,2557.0,3871.0,3567.0
GTHRDH_syn: gthrd_c + h2o_c --> cgly_c + glu__L_c,GTHRDH_syn,3026.0,3108.0,2561.0,2870.0,2762.0,2828.0,1430.0,1956.0,1874.0
ANPRT: anth_c + prpp_c --> ppi_c + pran_c,ANPRT,3054.0,3540.0,2754.0,2710.0,2750.0,2054.0,1362.0,2218.0,2101.0
PC6AR_1: nadp_c + pre6b_c <=> 2.0 h_c + nadph_c + pre6a_c,PC6AR_1,668.0,742.0,504.0,618.0,466.0,494.0,304.0,410.0,351.0
ADK1: amp_c + atp_c <=> 2.0 adp_c,ADK1,10512.0,10801.0,9961.0,10846.0,9155.0,9978.0,6343.0,8322.0,8546.0
PRAIi: pran_c --> 2cpr5p_c,PRAIi,1582.0,1656.0,1666.0,1723.0,1366.0,1498.0,840.0,1152.0,1088.0
TRSARyr: 2h3oppan_c + h_c + nadph_c --> glyc__R_c + nadp_c,TRSARyr,2724.0,2801.0,2298.0,2250.0,2230.0,2320.0,1368.0,1472.0,1484.0
CYNTtabcpp: atp_c + cynt_p + h2o_c --> adp_c + cynt_c + h_c + pi_c,CYNTtabcpp,1254.0,1346.0,1184.0,700.0,812.0,792.0,654.0,494.0,356.0
RBPCcx: 0.99 co2_cx + 0.99 h2o_cx + 0.01 o2_cx + rb15bp_cx --> 0.01 2pglyc_cx + 1.99 3pg_cx + 2.0 h_cx,RBPCcx,2436.0,3122.0,2061.0,1698.0,1757.0,1362.0,1029.0,980.0,884.0
UPP3S: hmbil_c --> h2o_c + uppg3_c,UPP3S,2085.0,2290.0,1658.0,1836.0,1896.0,1722.0,908.0,1219.0,1330.0
DHNPA_1: dhnpt_c --> 2ahhmp_c + gcald_c,DHNPA_1,2994.0,3367.0,2744.0,3047.0,2731.0,2559.0,1548.0,1752.0,1500.0
MOBDabcpp: atp_c + h2o_c + mobd_p --> adp_c + h_c + mobd_c + pi_c,MOBDabcpp,636.0,576.0,584.0,652.0,520.0,550.0,196.0,354.0,326.0
NADK: atp_c + nad_c --> adp_c + h_c + nadp_c,NADK,11630.0,12405.0,10533.0,13338.0,10094.0,11064.0,6362.0,7616.0,8658.0
BIOMASS_RNA: 0.69466 atp_c + 0.86375 ctp_c + 0.86375 gtp_c + 0.69466 utp_c --> bm_rna_c + 3.11683 ppi_c,BIOMASS_RNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NADTRHD: nad_c + nadph_c <=> nadh_c + nadp_c,NADTRHD,7710.0,8392.0,9115.0,7167.0,6449.0,6815.0,4083.0,3284.0,3723.0
PGM: 2pg_c <=> 3pg_c,PGM,41604.0,42922.0,37278.0,40806.0,33250.0,32304.0,18386.0,27963.0,26624.0
FE3abcpp: atp_c + fe3_p + h2o_c --> adp_c + fe3_c + h_c + pi_c,FE3abcpp,61076.0,65972.0,54564.0,68260.0,58828.0,57684.0,32906.0,44758.0,48258.0
DM_dialurate_c: dialurate_c --> ,DM_dialurate_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO2tex: co2_e <=> co2_p,CO2tex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USHD2: h2o_c + u23ga2_c --> 2.0 h_c + lipidX2_c + ump_c,USHD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHNCOAT: 14dhncoa_c + h2o_c --> coa_c + dhna_c + h_c,DHNCOAT,916.0,1076.0,785.0,1002.0,942.0,944.0,536.0,704.0,683.0
NPHBDC: 3nphb_c + amet_c + h2o_c + nad_c --> 2m6sbenzq_c + ahcys_c + co2_c + h_c + nadh_c,NPHBDC,778.0,790.0,602.0,758.0,640.0,518.0,430.0,458.0,540.0
DM_co_c: co_c --> ,DM_co_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HCO3E_1_cx: h_cx + hco3_cx <=> co2_cx + h2o_cx,HCO3E_1_cx,4944.0,5396.0,4301.0,4332.0,4125.0,3454.0,2952.0,2410.0,1752.0
DESAT16a: h_c + nadph_c + o2_c + palmACP_c <=> 2.0 h2o_c + hdeACP_c + nadp_c,DESAT16a,44589.0,48760.0,40067.0,49706.0,43013.0,44423.0,27056.0,37017.0,37000.0
UAGDP: acgam1p_c + h_c + utp_c --> ppi_c + uacgam_c,UAGDP,3682.0,3932.0,3260.0,3380.0,3010.0,2908.0,1829.0,2264.0,1766.0
BIOMASS_CARB: 4.382 14glucan_c + 0.8764 glycogen_c --> bm_carbs_c,BIOMASS_CARB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_fe2_e: fe2_e --> ,EX_fe2_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PQH2tcm: pqh2_c --> pqh2_cm,PQH2tcm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2PGLYCtcx: 2pglyc_cx --> 2pglyc_c,2PGLYCtcx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDS1_1: nadp_c + phyto_c --> h_c + nadph_c + phytfl_c,PDS1_1,17937.0,17591.0,14215.0,15700.0,14073.0,14396.0,8995.0,9804.0,8187.0
EX_cu2_e: cu2_e <=> ,EX_cu2_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRTT: frdp_c + ipdp_c --> ggdp_c + ppi_c,FRTT,7161.0,8192.0,6333.0,6376.0,5828.0,5477.0,4146.0,4632.0,4349.0
3OAS180: h_c + malACP_c + palmACP_c --> 3ooctdACP_c + ACP_c + co2_c,3OAS180,35729.0,39927.0,34178.0,31131.0,31799.0,31333.0,19371.0,26237.0,21407.0
EAR80y: h_c + nadph_c + toct2eACP_c --> nadp_c + ocACP_c,EAR80y,3429.0,3898.0,2942.0,2835.0,3064.0,2580.0,2068.0,2088.0,1642.0
DM_5drib_c: 5drib_c --> ,DM_5drib_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SK_amylose_c: amylose_c <-- ,SK_amylose_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAR140y: h_c + nadph_c + tmrs2eACP_c --> myrsACP_c + nadp_c,EAR140y,3429.0,3898.0,2942.0,2835.0,3064.0,2580.0,2068.0,2088.0,1642.0
EX_k_e: k_e <=> ,EX_k_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACGS: accoa_c + glu__L_c --> acglu_c + coa_c + h_c,ACGS,4125.0,5092.0,3976.0,3354.0,3794.0,3156.0,1550.0,2472.0,1970.0
CYTBD4um: 4.0 h_c + o2_c + 2.0 pqh2_um --> 2.0 h2o_c + 4.0 h_u + 2.0 pq_um,CYTBD4um,3109.0,2895.0,2436.0,3481.0,2702.0,2335.0,1446.0,1881.0,2698.0
DHPPDA: 25dhpp_c + h2o_c + h_c --> 5apru_c + nh4_c,DHPPDA,1899.0,2136.0,1540.0,2076.0,1680.0,1514.0,844.0,1392.0,1624.0
DHFR: dhf_c + h_c + nadph_c --> nadp_c + thf_c,DHFR,352.0,486.0,352.0,422.0,354.0,364.0,184.0,312.0,310.0
BCAROHX: caro_c + h_c + nadph_c + o2_c --> bcryptox_c + h2o_c + nadp_c,BCAROHX,17743.0,17573.0,13619.0,13326.0,14028.0,13968.0,8921.0,8789.0,7467.0
SK_14glucan_c: 14glucan_c --> ,SK_14glucan_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SK_glycogen_c: glycogen_c --> ,SK_glycogen_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_h2o_e: h2o_e <=> ,EX_h2o_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_o2_e: o2_e <=> ,EX_o2_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_co2_e: co2_e <=> ,EX_co2_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_leu__L_e: leu__L_e <-- ,EX_leu__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MPOMC1_1: h_c + mppp9me_c + nadph_c + o2_c --> h2o_c + hmppp9_c + nadp_c,MPOMC1_1,85879.0,89608.0,80160.0,76818.0,71270.0,80046.0,66095.0,58725.0,50418.0
ERTHMMOR: nad_c + r3mmal_c --> 2obut_c + co2_c + nadh_c,ERTHMMOR,12436.0,13610.0,13195.0,14156.0,12058.0,13938.0,8334.0,10544.0,10594.0
EX_cobalt2_e: cobalt2_e <=> ,EX_cobalt2_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_no3_e: no3_e <=> ,EX_no3_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_zn2_e: zn2_e <=> ,EX_zn2_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_fe3_e: fe3_e <=> ,EX_fe3_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_so4_e: so4_e <=> ,EX_so4_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFAT: atp_c + fmn_c + 2.0 h_c --> fad_c + ppi_c,AFAT,3294.0,4089.0,3218.0,3851.0,3423.0,3763.0,1808.0,2706.0,2548.0
EX_spmd_e: spmd_e --> ,EX_spmd_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_mobd_e: mobd_e <=> ,EX_mobd_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DADK: atp_c + damp_c <=> adp_c + dadp_c,DADK,10512.0,10801.0,9961.0,10846.0,9155.0,9978.0,6343.0,8322.0,8546.0
G1SAT: glu1sa_c <=> 5aop_c,G1SAT,46537.0,49991.0,45694.0,41525.0,36669.0,38131.0,30650.0,28417.0,31107.0
EX_ni2_e: ni2_e --> ,EX_ni2_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UAAGDS: 26dap__M_c + atp_c + uamag_c --> adp_c + h_c + pi_c + ugmd_c,UAAGDS,14701.0,14712.0,12349.0,14062.0,12497.0,12872.0,7039.0,9154.0,8173.0
HEX1: atp_c + glc__D_c --> adp_c + g6p_c + h_c,HEX1,5016.0,5098.0,4579.0,5360.0,4544.0,4329.0,2582.0,3938.0,3952.0
URIDK2r: atp_c + dump_c <=> adp_c + dudp_c,URIDK2r,1810.0,2030.0,1568.0,2020.0,1758.0,1736.0,946.0,1376.0,1598.0
CHPHYS: chlld_c + h_c + phdp_c --> cholphya_c + ppi_c,CHPHYS,5598.0,5813.0,4767.0,4813.0,4779.0,4082.0,2782.0,3952.0,3306.0
EX_na1_e: na1_e <=> ,EX_na1_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIuabcpp: atp_c + h2o_c + pi_p --> adp_c + h_c + 2.0 pi_c,PIuabcpp,1264.0,1528.0,1302.0,1206.0,1218.0,1430.0,686.0,919.0,1000.0
ARGDHpp: arg__L_p + h2o_p + o2_p --> 5g2oxpt_p + h2o2_p + nh4_p,ARGDHpp,2390.0,2678.0,2500.0,2832.0,2140.0,2598.0,1176.0,1752.0,1783.0
PHETA1: akg_c + phe__L_c <=> glu__L_c + phpyr_c,PHETA1,17080.0,17425.0,15619.0,17314.0,14256.0,13424.0,8566.0,11774.0,11645.0
PFK: atp_c + f6p_c --> adp_c + fdp_c + h_c,PFK,3074.0,3264.0,2814.0,3112.0,2502.0,2854.0,1678.0,1874.0,1966.0
